-2.115785	-2.062307	-1.843845	-1.477875	-0.993675	-0.429981	0.168112	0.752755	1.277178	1.699427	1.985722	2.113159	2.071543	1.864204	1.507728	1.030634	0.471090	-0.126142	-0.713282	-1.243360	-1.673969	-1.970660	-2.109699	-2.079962	-1.883827	-1.536987	-1.067188	-0.512013	0.084122	0.673528	1.209051	1.647851	1.954822	2.105407	2.087560	1.902709	1.565640	1.103320	0.552735	-0.042069	-0.633508	-1.174266	-1.621083	-1.938213	-2.100286	-2.094336	-1.920839	-1.593675	-1.139018	-0.593238
-2.062307	-3.959630	-3.540182	-2.837519	-1.907855	-0.825563	0.322774	1.445290	2.452182	3.262900	3.812586	4.057264	3.977362	3.579271	2.894838	1.978818	0.904493	-0.242192	-1.369502	-2.387251	-3.214020	-3.783668	-4.050622	-3.993526	-3.616949	-2.951015	-2.049000	-0.983065	0.161515	1.293173	2.321378	3.163873	3.753258	4.042382	4.008116	3.653200	3.006029	2.118375	1.061251	-0.080773	-1.216335	-2.254591	-3.112479	-3.721368	-4.032549	-4.021125	-3.688012	-3.059857	-2.186914	-1.139018
-1.843845	-3.540182	-4.953304	-3.970162	-2.669408	-1.155100	0.451615	2.022201	3.431012	4.565341	5.334443	5.676789	5.564992	5.007996	4.050361	2.768696	1.265536	-0.338867	-1.916161	-3.340162	-4.496950	-5.293982	-5.667495	-5.587609	-5.060714	-4.128962	-2.866893	-1.375472	0.225986	1.809365	3.247995	4.426786	5.251434	5.655967	5.608022	5.111436	4.205935	2.963959	1.484867	-0.113015	-1.701856	-3.154548	-4.354876	-5.206815	-5.642208	-5.626224	-5.160143	-4.281250	-3.059857	-1.593675
-1.477875	-2.837519	-3.970162	-4.785192	-3.217407	-1.392229	0.544327	2.437337	4.135360	5.502554	6.429544	6.842171	6.707423	6.036082	4.881855	3.337079	1.525336	-0.408433	-2.309528	-4.025860	-5.420124	-6.380777	-6.830969	-6.734683	-6.099622	-4.976592	-3.455434	-1.657842	0.272378	2.180808	3.914773	5.335556	6.329494	6.817074	6.759287	6.160757	5.069367	3.572427	1.789693	-0.136216	-2.051228	-3.802142	-5.248884	-6.275716	-6.800490	-6.781225	-6.219463	-5.160143	-3.688012	-1.920839
-0.993675	-1.907855	-2.669408	-3.217407	-3.508014	-1.517980	0.593492	2.657485	4.508880	5.999564	7.010282	7.460179	7.313261	6.581282	5.322800	3.638495	1.663110	-0.445324	-2.518132	-4.389489	-5.909687	-6.957111	-7.447965	-7.342982	-6.650561	-5.426094	-3.767541	-1.807583	0.296980	2.377786	4.268368	5.817481	6.901196	7.432815	7.369808	6.717217	5.527249	3.895101	1.951344	-0.148519	-2.236502	-4.145564	-5.722981	-6.842560	-7.414733	-7.393729	-6.781225	-5.626224	-4.021125	-2.094336
-0.429981	-0.825563	-1.155100	-1.392229	-1.517980	-1.522293	0.595178	2.665035	4.521689	6.016608	7.030198	7.481372	7.334037	6.599978	5.337922	3.648831	1.667834	-0.446589	-2.525286	-4.401959	-5.926476	-6.976875	-7.469124	-7.363843	-6.669454	-5.441509	-3.778244	-1.812719	0.297824	2.384541	4.280494	5.834008	6.920801	7.453931	7.390745	6.736300	5.542951	3.906166	1.956888	-0.148941	-2.242855	-4.157341	-5.739239	-6.861999	-7.435798	-7.414733	-6.800490	-5.642208	-4.032549	-2.100286
0.168112	0.322774	0.451615	0.544327	0.593492	0.595178	0.549250	2.459382	4.172763	5.552323	6.487698	6.904056	6.768090	6.090677	4.926010	3.367261	1.539132	-0.412127	-2.330417	-4.062273	-5.469147	-6.438490	-6.892753	-6.795596	-6.154792	-5.021604	-3.486687	-1.672836	0.274842	2.200533	3.950181	5.383814	6.386743	6.878732	6.820423	6.216479	5.115218	3.604739	1.805881	-0.137448	-2.069781	-3.836531	-5.296359	-6.332478	-6.861999	-6.842560	-6.275716	-5.206815	-3.721368	-1.938213
0.752755	1.445290	2.022201	2.437337	2.657485	2.665035	2.459382	2.056978	3.490016	4.643853	5.426181	5.774415	5.660696	5.094121	4.120017	2.816311	1.287300	-0.344695	-1.949114	-3.397604	-4.574286	-5.385025	-5.764962	-5.683702	-5.147745	-4.199970	-2.916196	-1.399127	0.229872	1.840482	3.303853	4.502915	5.341745	5.753235	5.704466	5.199340	4.278267	3.014932	1.510403	-0.114959	-1.731123	-3.208798	-4.429769	-5.296359	-5.739239	-5.722981	-5.248884	-4.354876	-3.112479	-1.621083
1.277178	2.452182	3.431012	4.135360	4.508880	4.521689	4.172763	3.490016	2.528068	3.363874	3.930571	4.182822	4.100447	3.690036	2.984422	2.040055	0.932483	-0.249687	-1.411883	-2.461127	-3.313482	-3.900758	-4.175974	-4.117111	-3.728880	-3.042338	-2.112409	-1.013488	0.166513	1.333192	2.393216	3.261783	3.869407	4.167479	4.132152	3.766253	3.099054	2.183931	1.094093	-0.083273	-1.253976	-2.324362	-3.208798	-3.836531	-4.157341	-4.145564	-3.802142	-3.154548	-2.254591	-1.174266
1.699427	3.262900	4.565341	5.502554	5.999564	6.016608	5.552323	4.643853	3.363874	1.814786	2.120515	2.256602	2.212161	1.990748	1.610074	1.100595	0.503068	-0.134704	-0.761700	-1.327760	-1.787600	-2.104431	-2.252908	-2.221152	-2.011704	-1.641319	-1.139629	-0.546769	0.089832	0.719248	1.291123	1.759708	2.087517	2.248325	2.229266	2.031866	1.671917	1.178215	0.590255	-0.044925	-0.676511	-1.253976	-1.731123	-2.069781	-2.242855	-2.236502	-2.051228	-1.701856	-1.216335	-0.633508
1.985722	3.812586	5.334443	6.429544	7.010282	7.030198	6.487698	5.426181	3.930571	2.120515	0.140817	0.149854	0.146903	0.132200	0.106920	0.073087	0.033407	-0.008945	-0.050582	-0.088173	-0.118709	-0.139749	-0.149609	-0.147500	-0.133591	-0.108995	-0.075679	-0.036309	0.005966	0.047763	0.085740	0.116857	0.138626	0.149305	0.148039	0.134930	0.111027	0.078242	0.039197	-0.002983	-0.044925	-0.083273	-0.114959	-0.137448	-0.148941	-0.148519	-0.136216	-0.113015	-0.080773	-0.042069
2.113159	4.057264	5.676789	6.842171	7.460179	7.481372	6.904056	5.774415	4.182822	2.256602	0.149854	-1.968882	-1.930107	-1.736924	-1.404787	-0.960267	-0.438926	0.117529	0.664583	1.158469	1.559678	1.836113	1.965658	1.937951	1.755208	1.432049	0.994325	0.477055	-0.078379	-0.627542	-1.126503	-1.535343	-1.821356	-1.961660	-1.945031	-1.772800	-1.458745	-1.027991	-0.514997	0.039197	0.590255	1.094093	1.510403	1.805881	1.956888	1.951344	1.789693	1.484867	1.061251	0.552735
2.071543	3.977362	5.564992	6.707423	7.313261	7.334037	6.768090	5.660696	4.100447	2.212161	0.146903	-1.930107	-3.852709	-3.467094	-2.804112	-1.916801	-0.876145	0.234602	1.326581	2.312433	3.113291	3.665085	3.923673	3.868367	3.503591	2.858529	1.984783	0.952256	-0.156453	-1.252645	-2.248625	-3.064716	-3.635629	-3.915692	-3.882499	-3.538707	-2.911818	-2.051984	-1.027991	0.078242	1.178215	2.183931	3.014932	3.604739	3.906166	3.895101	3.572427	2.963959	2.118375	1.103320
1.864204	3.579271	5.007996	6.036082	6.581282	6.599978	6.090677	5.094121	3.690036	1.990748	0.132200	-1.736924	-3.467094	-4.919897	-3.979108	-2.719990	-1.243273	0.332906	1.882452	3.281403	4.417841	5.200851	5.567794	5.489313	4.971687	4.056326	2.816459	1.351275	-0.222010	-1.777535	-3.190857	-4.348911	-5.159052	-5.556468	-5.509367	-5.021517	-4.131945	-2.911818	-1.458745	0.111027	1.671917	3.099054	4.278267	5.115218	5.542951	5.527249	5.069367	4.205935	3.006029	1.565640
1.507728	2.894838	4.050361	4.881855	5.322800	5.337922	4.926010	4.120017	2.984422	1.610074	0.106920	-1.404787	-2.804112	-3.979108	-4.835775	-3.305580	-1.510939	0.404578	2.287728	3.987860	5.368963	6.320549	6.766491	6.671114	6.042048	4.929618	3.422818	1.642193	-0.269807	-2.160223	-3.877821	-5.285193	-6.269750	-6.752727	-6.695486	-6.102606	-5.021517	-3.538707	-1.772800	0.134930	2.031866	3.766253	5.199340	6.216479	6.736300	6.717217	6.160757	5.111436	3.653200	1.902709
1.030634	1.978818	2.768696	3.337079	3.638495	3.648831	3.367261	2.816311	2.040055	1.100595	0.073087	-0.960267	-1.916801	-2.719990	-3.305580	-3.626723	-1.657729	0.443883	2.509985	4.375288	5.890568	6.934603	7.423869	7.319226	6.629045	5.408540	3.755352	1.801736	-0.296020	-2.370093	-4.254559	-5.798660	-6.878869	-7.408768	-7.345965	-6.695486	-5.509367	-3.882499	-1.945031	0.148039	2.229266	4.132152	5.704466	6.820423	7.390745	7.369808	6.759287	5.608022	4.008116	2.087560
